sentence,sentiment,topic,sentence_final,sentence_segmented,len_original,len_final,len_segmented
"thầy tuy nhỏ người nhưng có giọng nói rất to rõ ràng , có uy lực có khí chất hùng dũng .",2,0,thầy tuy nhỏ người nhưng có giọng nói rất to rõ ràng có uy lực có khí chất hùng dũng .,thầy tuy nhỏ người nhưng có giọng nói rất to rõ_ràng có uy_lực có khí_chất hùng_dũng .,22,21,17
"tận tâm , giảng hay , dễ hiểu .",2,0,tận tâm giảng hay dễ hiểu .,tận tâm_giảng hay dễ hiểu .,9,7,6
cho bài tập nhiều quá không làm hết được .,0,0,cho bài tập nhiều quá không làm hết được .,cho bài_tập nhiều quá không làm hết được .,10,10,9
quá nhiều hoạt động ngoài giờ .,0,0,quá nhiều hoạt động ngoài giờ .,quá nhiều hoạt_động ngoài giờ .,7,7,6
cô vui tính và giảng dạy nhiệt tình .,2,0,cô vui tính và giảng dạy nhiệt tình .,cô vui_tính và giảng_dạy nhiệt_tình .,9,9,6
"cô giáo thân thiện , giảng dạy nhiệt tình dễ hiểu và vui tính .",2,0,cô giáo thân thiện giảng dạy nhiệt tình dễ hiểu và vui tính .,cô_giáo thân_thiện giảng_dạy nhiệt_tình dễ hiểu và vui_tính .,15,14,9
giảng viên nhiệt tình và quan tâm kiến thức của sinh viên .,2,0,giảng viên nhiệt tình và quan tâm kiến thức của sinh viên .,giảng_viên nhiệt_tình và quan_tâm kiến_thức của sinh_viên .,13,13,8
cô giảng bài hơi nhiều khiến sinh viên học quá nhiều kiến thức dẫn đến rối .,0,0,cô giảng bài hơi nhiều khiến sinh viên học quá nhiều kiến thức dẫn đến rối .,cô giảng bài hơi nhiều khiến sinh_viên học quá nhiều kiến_thức dẫn đến rối .,17,17,15
"việc cho các bạn học nhóm là không hiệu quả , không nói rõ cách tính điểm quá trình .",0,1,việc cho các bạn học nhóm là không hiệu quả không nói rõ cách tính điểm quá trình .,việc cho các bạn học nhóm là không hiệu_quả không nói rõ cách tính điểm quá_trình .,20,19,17
"thầy dạy hay , tuy nhiên còn nhiều chỗ chưa thật sự giải đáp hoàn toàn cho sinh viên vì chưa đủ thời gian .",2,0,thầy dạy hay tuy nhiên còn nhiều chỗ chưa thật sự giải đáp hoàn toàn cho sinh viên vì chưa đủ thời gian .,thầy dạy hay tuy_nhiên còn nhiều chỗ chưa thật_sự giải_đáp hoàn_toàn cho sinh_viên vì chưa đủ thời_gian .,25,24,18
"với những nội dung sinh viên khó tiếp thu , giảng viên nên giảng chậm hơn để sinh viên có thời gian hiểu bài .",0,0,với những nội dung sinh viên khó tiếp thu giảng viên nên giảng chậm hơn để sinh viên có thời gian hiểu bài .,với những nội_dung sinh_viên khó tiếp_thu giảng_viên nên giảng chậm hơn để sinh_viên có thời_gian hiểu bài .,25,24,18
"riêng em , là một sinh viên kỹ thuật máy tính , em thấy môn này là cần thiết đối với em , tuy nhiên chưa thực sự là một môn học em cần phải đi sâu tìm hiểu , mong thầy về sau có thể hạ mức yêu cầu đầu ra với các bạn khoa khác ít liên quan tới môn học .",0,3,riêng em là một sinh viên kỹ thuật máy tính em thấy môn này là cần thiết đối với em tuy nhiên chưa thực sự là một môn học em cần phải đi sâu tìm hiểu mong thầy về sau có thể hạ mức yêu cầu đầu ra với các bạn khoa khác ít liên quan tới môn học .,riêng em là một sinh_viên kỹ_thuật máy_tính em thấy môn này là cần_thiết đối_với em tuy_nhiên chưa thực_sự là một môn_học em cần phải đi_sâu tìm_hiểu mong thầy về sau có_thể hạ_mức yêu_cầu đầu_ra với các bạn khoa khác ít liên_quan tới môn_học .,64,60,44
"tận tâm , tài liệu học đầy đủ .",2,0,tận tâm tài liệu học đầy đủ .,tận tâm_tài_liệu học đầy_đủ .,9,8,5
"ôi thầy cho cái deadline rất phù hợp , cho em cảm thấy thoải mái mà suy nghĩ nộp bài tập .",2,0,ôi thầy cho cái deadline rất phù hợp cho em cảm thấy thoải mái mà suy nghĩ nộp bài tập .,ôi thầy cho cái deadline rất phù_hợp cho em cảm_thấy thoải_mái mà suy_nghĩ nộp bài_tập .,22,21,16
giảng viên hay bận họp nên thời gian lên lớp nhiều buổi học bị cắt ngắn .,0,0,giảng viên hay bận họp nên thời gian lên lớp nhiều buổi học bị cắt ngắn .,giảng_viên hay bận họp nên thời_gian lên lớp nhiều buổi học bị cắt ngắn .,17,17,15
thầy nghiêm trong điểm quá trình quá .,0,0,thầy nghiêm trong điểm quá trình quá .,thầy nghiêm trong điểm quá_trình quá .,8,8,7
"thầy rất vui vẻ , hỗ trợ tốt với sinh viên .",2,0,thầy rất vui vẻ hỗ trợ tốt với sinh viên .,thầy rất vui_vẻ hỗ_trợ tốt với sinh_viên .,12,11,8
nhiều bài thực hành thầy giải hơi nhanh coloncontemn .,0,0,nhiều bài thực hành thầy giải hơi nhanh coloncontemn .,nhiều bài thực_hành thầy giải hơi nhanh coloncontemn .,10,10,9
"đầy đủ số buổi , cung cấp tài liệu đầy đủ .",2,0,đầy đủ số buổi cung cấp tài liệu đầy đủ .,đầy_đủ số buổi cung_cấp tài_liệu đầy_đủ .,12,11,7
"kiến thức rộng , vui vẻ , nhiệt tình .",2,0,kiến thức rộng vui vẻ nhiệt tình .,kiến_thức rộng vui_vẻ nhiệt_tình .,10,8,5
"nhiệt tình , tận tâm , giải đáp các thắc mắc .",0,0,nhiệt tình tận tâm giải đáp các thắc mắc .,nhiệt_tình tận_tâm giải_đáp các thắc_mắc .,12,10,6
"giảng viên hay cho nghỉ tiết , lịch học bù đôi khi trùng với giờ học các môn khác nên có chút ảnh hưởng đến việc học .",0,0,giảng viên hay cho nghỉ tiết lịch học bù đôi khi trùng với giờ học các môn khác nên có chút ảnh hưởng đến việc học .,giảng_viên hay cho nghỉ_tiết lịch học bù đôi_khi trùng với giờ học các môn khác nên có chút ảnh_hưởng đến việc học .,28,27,23
thầy hay đi trễ và cho đồ án quá nặng so với sinh viên .,0,0,thầy hay đi trễ và cho đồ án quá nặng so với sinh viên .,thầy hay đi trễ và cho đồ_án quá nặng so với sinh_viên .,15,15,13
"nhiệt tình , tận tâm , giải đáp các thắc mắc một cách nhanh chóng và dễ hiểu .",2,0,nhiệt tình tận tâm giải đáp các thắc mắc một cách nhanh chóng và dễ hiểu .,nhiệt_tình tận_tâm giải_đáp các thắc_mắc một_cách nhanh_chóng và dễ hiểu .,19,17,11
một số bài cô giảng khó hiểu .,0,0,một số bài cô giảng khó hiểu .,một_số bài cô giảng khó hiểu .,8,8,7
thầy giảng dễ hiểu nhưng chưa có sự liên kết giữa các bài với nhau .,0,0,thầy giảng dễ hiểu nhưng chưa có sự liên kết giữa các bài với nhau .,thầy giảng dễ hiểu nhưng chưa có sự liên_kết giữa các bài với nhau .,16,16,15
cô nhiệt tình và có nhiều hoạt động sinh động trên lớp .,2,0,cô nhiệt tình và có nhiều hoạt động sinh động trên lớp .,cô nhiệt_tình và có nhiều hoạt_động sinh_động trên lớp .,13,13,10
"nhiệt tình , dạy dễ hiểu và quan tâm đến sinh viên .",2,0,nhiệt tình dạy dễ hiểu và quan tâm đến sinh viên .,nhiệt_tình dạy dễ hiểu và quan_tâm đến sinh_viên .,13,12,9
thầy dạy nhiệt tình và truyền cảm hứng cho người học .,2,0,thầy dạy nhiệt tình và truyền cảm hứng cho người học .,thầy dạy nhiệt_tình và truyền cảm_hứng cho người học .,12,12,10
"cách truyền đạt không sinh động , không cô động , không súc tích .",0,0,cách truyền đạt không sinh động không cô động không súc tích .,cách truyền_đạt không sinh_động không cô_động không súc_tích .,15,13,9
tận tậm và hòa đồng .,2,0,tận tậm và hòa đồng .,tận tậm và hòa đồng .,6,6,6
"nhiệt tình , vui vẻ , quan tâm sinh viên .",2,0,nhiệt tình vui vẻ quan tâm sinh viên .,nhiệt_tình vui_vẻ quan_tâm sinh_viên .,11,9,5
cho bài tập nhiều .,0,0,cho bài tập nhiều .,cho bài_tập nhiều .,5,5,4
những buổi nghỉ thầy nên thông báo trước ạ .,0,0,những buổi nghỉ thầy nên thông báo trước ạ .,những buổi nghỉ thầy nên thông_báo trước ạ .,10,10,9
"vui tính , nhiệt tình , đảm bảo giờ giấc , đúng giờ .",2,0,vui tính nhiệt tình đảm bảo giờ giấc đúng giờ .,vui_tính nhiệt_tình đảm_bảo giờ_giấc đúng giờ .,14,11,7
"giảng viên mới , tâm huyết và luôn giúp sinh viên học tập tốt hơn .",2,0,giảng viên mới tâm huyết và luôn giúp sinh viên học tập tốt hơn .,giảng_viên mới tâm_huyết và luôn giúp sinh_viên học_tập tốt hơn .,16,15,11
"đúng giờ , dạy dễ hiểu .",2,0,đúng giờ dạy dễ hiểu .,đúng giờ dạy dễ hiểu .,7,6,6
giảng viên ưu tiên nữ sinh hơn nam sinh nhiều .,0,0,giảng viên ưu tiên nữ sinh hơn nam sinh nhiều .,giảng_viên ưu_tiên nữ_sinh hơn nam_sinh nhiều .,11,11,7
"giáo viên nhiệt tình , giảng dạy dễ hiểu .",2,0,giáo viên nhiệt tình giảng dạy dễ hiểu .,giáo_viên nhiệt_tình giảng_dạy dễ hiểu .,10,9,6
thời gian chưa đảm bảo .,0,1,thời gian chưa đảm bảo .,thời_gian chưa đảm_bảo .,6,6,4
"giảng viên nhiệt tình , dạy dễ hiểu .",2,0,giảng viên nhiệt tình dạy dễ hiểu .,giảng_viên nhiệt_tình dạy dễ hiểu .,9,8,6
thầy dạy hay và bổ sung cho chúng em nhiều kiến thức khá hay .,2,0,thầy dạy hay và bổ sung cho chúng em nhiều kiến thức khá hay .,thầy dạy hay và bổ_sung cho chúng_em nhiều kiến_thức khá hay .,15,15,12
"trong lớp cô ít giao tiếp bằng tiếng anh , nói tiếng việt là nhiều , không nâng cao khả năng nghe của sinh viên .",0,0,trong lớp cô ít giao tiếp bằng tiếng anh nói tiếng việt là nhiều không nâng cao khả năng nghe của sinh viên .,trong lớp cô ít giao_tiếp bằng tiếng anh nói tiếng việt là nhiều không nâng cao khả_năng nghe của sinh_viên .,26,24,21
thầy vui tính và dạy nhiệt tình .,2,0,thầy vui tính và dạy nhiệt tình .,thầy vui_tính và dạy nhiệt_tình .,8,8,6
"đúng giờ , đẩy đủ kiến thức , hướng dẫn bài tập dễ hiểu .",2,0,đúng giờ đẩy đủ kiến thức hướng dẫn bài tập dễ hiểu .,đúng giờ đẩy đủ kiến_thức hướng_dẫn bài_tập dễ hiểu .,15,13,10
"bài giảng dễ hiểu , cô dạy nhiệt tình , dễ thương .",2,0,bài giảng dễ hiểu cô dạy nhiệt tình dễ thương .,bài giảng dễ hiểu cô dạy nhiệt_tình dễ_thương .,13,11,9
"giảng viên giảng dạy tận tình , áp dụng bài học vào thực tế .",2,0,giảng viên giảng dạy tận tình áp dụng bài học vào thực tế .,giảng_viên giảng_dạy tận_tình áp_dụng bài_học vào thực_tế .,15,14,8
thầy giảng dễ hiểu và rất kỹ .,2,0,thầy giảng dễ hiểu và rất kỹ .,thầy giảng dễ hiểu và rất kỹ .,8,8,8
cho bài tập để sinh viên củng cố kiến thức .,2,0,cho bài tập để sinh viên củng cố kiến thức .,cho bài_tập để sinh_viên củng_cố kiến_thức .,11,11,7
"đúng giờ , sử dụng thời gian hiệu quả .",2,0,đúng giờ sử dụng thời gian hiệu quả .,đúng giờ sử_dụng thời_gian hiệu_quả .,10,9,6
nhiều lúc dạy hơi nhanh .,0,0,nhiều lúc dạy hơi nhanh .,nhiều lúc dạy hơi nhanh .,6,6,6
"đúng giờ , sử dụng giờ hiệu quả .",2,0,đúng giờ sử dụng giờ hiệu quả .,đúng giờ sử_dụng giờ hiệu_quả .,9,8,6
"giảng viên đảm bảo giờ lên lớp , tận tâm .",2,0,giảng viên đảm bảo giờ lên lớp tận tâm .,giảng_viên đảm_bảo giờ lên_lớp tận_tâm .,11,10,6
"thầy giảng dễ hiểu , nhiệt tình .",2,0,thầy giảng dễ hiểu nhiệt tình .,thầy giảng dễ hiểu nhiệt_tình .,8,7,6
cô dạy thâm giờ quá .,0,0,cô dạy thâm giờ quá .,cô dạy thâm giờ quá .,6,6,6
"chỉ một câu "" giấc mơ thành đại gia "" .",2,3,chỉ một câu giấc mơ thành đại gia .,chỉ một câu giấc mơ thành đại_gia .,11,9,8
"giáo viên vui tính , dạy dễ hiểu .",2,0,giáo viên vui tính dạy dễ hiểu .,giáo_viên vui_tính dạy dễ hiểu .,9,8,6
"trên lớp khó hiểu bài , về nhà tài liệu khó hiểu , bài tập không làm được thì tiết hôm sau thầy có kêu sinh viên lên làm ai cũng lắc đầu thôi .",0,0,trên lớp khó hiểu bài về nhà tài liệu khó hiểu bài tập không làm được thì tiết hôm sau thầy có kêu sinh viên lên làm ai cũng lắc đầu thôi .,trên lớp khó hiểu bài về nhà tài_liệu khó hiểu bài_tập không làm được thì tiết hôm sau thầy có kêu sinh_viên lên làm ai cũng lắc_đầu thôi .,35,33,29
"ví dụ sát với lý thuyết , tận tâm .",2,0,ví dụ sát với lý thuyết tận tâm .,ví_dụ sát với lý_thuyết tận_tâm .,10,9,6
thầy dạy nhiệt tình và lên lớp đúng giờ .,2,0,thầy dạy nhiệt tình và lên lớp đúng giờ .,thầy dạy nhiệt_tình và lên_lớp đúng giờ .,10,10,8
"tận tình , giảng hay !",2,0,tận tình giảng hay,tận tình_giảng hay,6,4,3
giảng viên đưa ra nhiều ví dụ cụ thể .,2,0,giảng viên đưa ra nhiều ví dụ cụ thể .,giảng_viên đưa ra nhiều ví_dụ cụ_thể .,10,10,7
"em thấy việc thầy dời deadline nó không phù hợp và công bằng lắm đối với các bạn đã hoàn thành trước , có thể vì bài tập khó , nhưng nếu như vậy các nhóm đó cần bị trừ điểm nặng vì hoàn thành bài mà chậm deadline là một việc không thể chấp nhận được .",0,0,em thấy việc thầy dời deadline nó không phù hợp và công bằng lắm đối với các bạn đã hoàn thành trước có thể vì bài tập khó nhưng nếu như vậy các nhóm đó cần bị trừ điểm nặng vì hoàn thành bài mà chậm deadline là một việc không thể chấp nhận được .,em thấy việc thầy dời deadline nó không phù_hợp và công_bằng lắm đối_với các bạn đã hoàn_thành trước có_thể vì bài_tập khó nhưng nếu như_vậy các nhóm đó cần bị trừ điểm nặng vì hoàn_thành bài mà chậm deadline là một việc không_thể chấp_nhận được .,58,56,46
